loc;unit size
|java+compilationUnit:///src/smallsql/database/MemoryStream.java|(4339,162,<157,1>,<162,2>);6
|java+compilationUnit:///src/smallsql/junit/TestMoneyRounding.java|(1556,223,<46,4>,<51,5>);6
|java+compilationUnit:///src/smallsql/database/language/Language.java|(11400,328,<270,1>,<279,2>);6
|java+compilationUnit:///src/smallsql/database/Utils.java|(13922,245,<407,1>,<415,2>);6
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(6961,153,<214,4>,<219,5>);6
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionAbs.java|(2021,211,<65,4>,<70,5>);6
|java+compilationUnit:///src/smallsql/junit/TestJoins.java|(5070,201,<97,1>,<102,2>);6
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(15375,160,<461,1>,<466,2>);6
|java+compilationUnit:///src/smallsql/database/SmallSQLException.java|(3768,292,<124,4>,<130,5>);6
|java+compilationUnit:///src/smallsql/database/Expressions.java|(1930,117,<71,1>,<76,2>);6
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(17677,244,<516,4>,<521,5>);6
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(3370,201,<85,4>,<90,5>);6
|java+compilationUnit:///src/smallsql/junit/TestFunctions.java|(22182,205,<361,4>,<366,5>);6
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(5094,272,<163,1>,<171,2>);6
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(7637,227,<191,4>,<196,5>);6
|java+compilationUnit:///src/smallsql/database/GroupResult.java|(4801,329,<131,1>,<140,2>);6
|java+compilationUnit:///src/smallsql/database/Command.java|(3618,337,<123,1>,<132,2>);6
|java+compilationUnit:///src/smallsql/database/SQLToken.java|(1666,236,<51,1>,<59,2>);6
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(7803,224,<271,4>,<277,5>);6
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(20571,347,<596,4>,<601,5>);6
|java+compilationUnit:///src/smallsql/database/MemoryStream.java|(3582,186,<129,1>,<134,2>);6
|java+compilationUnit:///src/smallsql/database/SSDriver.java|(1928,202,<58,4>,<63,5>);6
|java+compilationUnit:///src/smallsql/database/ForeignKey.java|(1634,177,<48,1>,<53,2>);6
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(22495,180,<657,4>,<662,5>);6
|java+compilationUnit:///src/smallsql/database/View.java|(2433,301,<76,1>,<84,2>);6
|java+compilationUnit:///src/smallsql/database/StorePageMap.java|(5744,174,<219,1>,<227,2>);6
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(8845,262,<297,1>,<302,2>);6
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(20381,110,<602,4>,<607,5>);6
|java+compilationUnit:///src/smallsql/database/TableStorePageInsert.java|(1989,205,<56,1>,<64,2>);6
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(3712,496,<135,4>,<145,5>);6
|java+compilationUnit:///src/smallsql/database/ForeignKeys.java|(1791,129,<63,1>,<68,2>);6
|java+compilationUnit:///src/smallsql/database/CreateFile.java|(1630,196,<48,4>,<53,5>);6
|java+compilationUnit:///src/smallsql/database/IndexDescription.java|(2495,292,<71,4>,<76,5>);6
|java+compilationUnit:///src/smallsql/junit/AllTests.java|(1604,183,<46,4>,<51,5>);6
|java+compilationUnit:///src/smallsql/database/TableStorePage.java|(1550,201,<46,1>,<51,2>);6
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(1948,248,<57,4>,<62,5>);6
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(6207,321,<218,4>,<227,5>);6
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(9737,568,<261,4>,<272,5>);6
|java+compilationUnit:///src/smallsql/database/Join.java|(3455,87,<131,1>,<136,2>);6
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(8139,277,<264,4>,<269,5>);6
|java+compilationUnit:///src/smallsql/database/LongList.java|(1813,115,<67,1>,<72,2>);6
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(30952,327,<920,1>,<925,2>);6
|java+compilationUnit:///src/smallsql/database/GroupResult.java|(8367,180,<248,1>,<253,2>);6
|java+compilationUnit:///src/smallsql/database/UnionAll.java|(4711,171,<187,1>,<192,2>);6
|java+compilationUnit:///src/smallsql/database/CommandTable.java|(4933,253,<133,4>,<138,5>);6
|java+compilationUnit:///src/smallsql/database/CommandInsert.java|(1916,256,<55,4>,<60,5>);6
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionConvert.java|(1582,257,<46,1>,<51,2>);6
|java+compilationUnit:///src/smallsql/database/Table.java|(4648,212,<131,4>,<139,5>);6
|java+compilationUnit:///src/smallsql/database/Strings.java|(1763,115,<63,1>,<68,2>);6
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(2050,284,<64,4>,<72,5>);6
|java+compilationUnit:///src/smallsql/junit/BasicTestCase.java|(13830,195,<345,1>,<350,2>);6
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(34788,424,<938,4>,<947,5>);6
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(17430,239,<509,4>,<514,5>);6
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(4418,219,<149,1>,<154,2>);6
|java+compilationUnit:///src/smallsql/database/View.java|(2742,231,<87,1>,<95,2>);6
|java+compilationUnit:///src/smallsql/database/StorePageMap.java|(3359,798,<136,1>,<156,2>);6
|java+compilationUnit:///src/smallsql/database/StorePage.java|(1640,182,<49,1>,<54,2>);6
|java+compilationUnit:///src/smallsql/database/TableResult.java|(6810,133,<228,1>,<233,2>);6
|java+compilationUnit:///src/smallsql/database/Index.java|(15002,183,<449,1>,<454,2>);6
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(2103,226,<77,4>,<82,5>);6
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(1629,289,<47,4>,<55,5>);6
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(4540,229,<133,1>,<141,2>);6
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(2730,302,<73,4>,<82,5>);6
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(3245,200,<96,4>,<101,5>);6
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(7147,476,<178,4>,<188,5>);6
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(9696,195,<345,4>,<351,5>);6
|java+compilationUnit:///src/smallsql/database/Index.java|(15191,199,<456,1>,<461,2>);6
|java+compilationUnit:///src/smallsql/database/ExpressionName.java|(5324,97,<199,1>,<204,2>);6
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(10018,211,<294,1>,<302,2>);6
|java+compilationUnit:///src/smallsql/database/SSResultSet.java|(30641,296,<911,4>,<917,5>);6
|java+compilationUnit:///src/smallsql/database/IndexDescription.java|(6663,134,<205,4>,<210,5>);6
|java+compilationUnit:///src/smallsql/database/Utils.java|(11150,303,<317,4>,<322,5>);6
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(13617,218,<381,4>,<386,5>);6
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCase.java|(4787,180,<208,1>,<213,2>);6
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(17929,188,<523,4>,<528,5>);6
|java+compilationUnit:///src/smallsql/database/ExpressionArithmetic.java|(28317,243,<727,4>,<732,5>);6
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(33203,293,<892,4>,<897,5>);6
|java+compilationUnit:///src/smallsql/database/TableView.java|(5432,325,<162,1>,<171,2>);6
|java+compilationUnit:///src/smallsql/database/Command.java|(4439,170,<148,4>,<152,5>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionIIF.java|(2047,125,<76,1>,<80,2>);5
|java+compilationUnit:///src/smallsql/database/Columns.java|(1734,150,<58,1>,<62,2>);5
|java+compilationUnit:///src/smallsql/database/Utils.java|(15370,448,<449,4>,<459,5>);5
|java+compilationUnit:///src/smallsql/junit/TestDBMetaData.java|(15161,206,<303,4>,<307,5>);5
|java+compilationUnit:///src/smallsql/database/Strings.java|(1887,155,<71,1>,<75,2>);5
|java+compilationUnit:///src/smallsql/database/Expressions.java|(3167,163,<130,1>,<134,2>);5
|java+compilationUnit:///src/smallsql/database/language/Language.java|(13138,171,<334,1>,<338,2>);5
|java+compilationUnit:///src/smallsql/junit/TestStatement.java|(5936,214,<160,4>,<165,5>);5
|java+compilationUnit:///src/smallsql/database/TableResult.java|(8847,81,<319,1>,<323,5>);5
|java+compilationUnit:///src/smallsql/database/Join.java|(3282,162,<121,4>,<128,5>);5
|java+compilationUnit:///src/smallsql/database/LongList.java|(1663,141,<60,1>,<64,2>);5
|java+compilationUnit:///src/smallsql/database/Column.java|(4649,159,<169,4>,<173,5>);5
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(4198,261,<147,1>,<155,2>);5
|java+compilationUnit:///src/smallsql/database/ForeignKeys.java|(1628,154,<56,1>,<60,2>);5
|java+compilationUnit:///src/smallsql/database/SmallSQLException.java|(2445,142,<77,1>,<81,2>);5
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(3439,163,<122,4>,<127,5>);5
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(3855,201,<145,4>,<149,5>);5
|java+compilationUnit:///src/smallsql/database/FileIndexNode.java|(1577,279,<48,1>,<56,2>);5
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(11684,249,<373,4>,<377,5>);5
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(12274,183,<393,1>,<400,2>);5
|java+compilationUnit:///src/smallsql/database/MemoryResult.java|(4704,170,<175,1>,<179,2>);5
|java+compilationUnit:///src/smallsql/junit/AllTests.java|(1799,406,<53,4>,<62,2>);5
|java+compilationUnit:///src/smallsql/database/SmallSQLException.java|(2032,407,<62,1>,<75,2>);5
|java+compilationUnit:///src/smallsql/database/Column.java|(3118,123,<101,4>,<105,5>);5
|java+compilationUnit:///src/smallsql/database/IndexDescriptions.java|(1829,195,<62,1>,<67,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionIIF.java|(1527,121,<48,1>,<52,2>);5
|java+compilationUnit:///src/smallsql/database/language/Language.java|(13314,178,<340,1>,<344,2>);5
|java+compilationUnit:///src/smallsql/database/IndexScrollStatus.java|(2066,273,<56,1>,<63,2>);5
|java+compilationUnit:///src/smallsql/database/Expressions.java|(1774,147,<64,1>,<68,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionAscii.java|(1821,179,<60,1>,<64,2>);5
|java+compilationUnit:///src/smallsql/database/Utils.java|(5896,193,<190,4>,<194,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionInSelect.java|(1626,186,<48,1>,<52,2>);5
|java+compilationUnit:///src/smallsql/database/LongList.java|(1981,151,<80,1>,<84,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionIIF.java|(1655,133,<55,1>,<59,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionReturnP1StringAndBinary.java|(2525,159,<86,1>,<90,2>);5
|java+compilationUnit:///src/smallsql/database/Command.java|(4754,219,<163,4>,<171,5>);5
|java+compilationUnit:///src/smallsql/database/Command.java|(2719,207,<93,4>,<100,5>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionChar.java|(1549,144,<47,4>,<51,2>);5
|java+compilationUnit:///src/smallsql/database/CommandSelect.java|(6157,218,<186,4>,<190,5>);5
|java+compilationUnit:///src/smallsql/database/Utils.java|(11462,140,<325,1>,<329,2>);5
|java+compilationUnit:///src/smallsql/database/LongTreeList.java|(16552,252,<578,1>,<585,2>);5
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(8048,392,<232,1>,<242,5>);5
|java+compilationUnit:///src/smallsql/database/Column.java|(4324,151,<155,4>,<159,5>);5
|java+compilationUnit:///src/smallsql/database/SSSavepoint.java|(1537,140,<48,1>,<52,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionOctetLen.java|(1813,162,<57,1>,<63,2>);5
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(3806,88,<121,1>,<125,2>);5
|java+compilationUnit:///src/smallsql/database/Database.java|(3547,189,<97,4>,<101,5>);5
|java+compilationUnit:///src/smallsql/database/IndexDescriptions.java|(3304,114,<122,1>,<126,2>);5
|java+compilationUnit:///src/smallsql/database/SmallSQLException.java|(6432,780,<192,1>,<210,2>);5
|java+compilationUnit:///src/smallsql/database/IndexDescriptions.java|(3552,154,<136,4>,<140,5>);5
|java+compilationUnit:///src/smallsql/database/Command.java|(2931,360,<102,1>,<110,2>);5
|java+compilationUnit:///src/smallsql/database/NoFromResult.java|(2367,153,<103,1>,<107,2>);5
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(34504,365,<950,4>,<954,5>);5
|java+compilationUnit:///src/smallsql/database/View.java|(3458,380,<114,1>,<121,2>);5
|java+compilationUnit:///src/smallsql/database/SortedResult.java|(3157,108,<108,4>,<112,2>);5
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(8006,115,<257,4>,<261,5>);5
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(12385,168,<333,4>,<338,5>);5
|java+compilationUnit:///src/smallsql/database/SQLToken.java|(1515,146,<45,1>,<49,2>);5
|java+compilationUnit:///src/smallsql/database/IndexDescriptions.java|(3428,114,<129,4>,<133,5>);5
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(10607,103,<399,4>,<404,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionIIF.java|(2593,129,<104,1>,<108,2>);5
|java+compilationUnit:///src/smallsql/database/ViewResult.java|(1581,161,<49,1>,<53,2>);5
|java+compilationUnit:///src/smallsql/database/Expressions.java|(1619,147,<57,1>,<61,2>);5
|java+compilationUnit:///src/smallsql/database/CommandCreateView.java|(1450,137,<42,4>,<46,5>);5
|java+compilationUnit:///src/smallsql/database/MutableNumeric.java|(4260,149,<143,4>,<147,5>);5
|java+compilationUnit:///src/smallsql/database/TableResult.java|(8936,74,<326,1>,<330,2>);5
|java+compilationUnit:///src/smallsql/database/TableResult.java|(10945,258,<399,4>,<403,5>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionCharLen.java|(1714,145,<53,1>,<59,2>);5
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(15947,251,<744,4>,<748,5>);5
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(15671,261,<737,4>,<741,5>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionSoundex.java|(1763,157,<57,1>,<61,5>);5
|java+compilationUnit:///src/smallsql/database/SmallSQLException.java|(4072,716,<132,4>,<148,5>);5
|java+compilationUnit:///src/smallsql/database/MemoryStream.java|(1830,142,<61,1>,<65,2>);5
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(9376,212,<359,4>,<363,5>);5
|java+compilationUnit:///src/smallsql/database/Join.java|(2692,197,<99,1>,<103,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionIIF.java|(2730,129,<111,1>,<115,2>);5
|java+compilationUnit:///src/smallsql/database/IndexScrollStatus.java|(4898,235,<150,1>,<158,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionDayOfMonth.java|(1564,167,<48,1>,<52,2>);5
|java+compilationUnit:///src/smallsql/database/SmallSQLException.java|(4796,249,<150,4>,<154,5>);5
|java+compilationUnit:///src/smallsql/database/IndexScrollStatus.java|(1914,143,<49,1>,<53,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunction.java|(2823,249,<91,1>,<98,2>);5
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(19054,267,<573,4>,<577,5>);5
|java+compilationUnit:///src/smallsql/database/SSDatabaseMetaData.java|(13110,485,<670,4>,<674,5>);5
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(19349,253,<563,4>,<567,5>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionBitLen.java|(1796,166,<57,1>,<63,2>);5
|java+compilationUnit:///src/smallsql/database/SSResultSetMetaData.java|(9736,215,<305,1>,<309,2>);5
|java+compilationUnit:///src/smallsql/database/SSConnection.java|(3044,416,<84,4>,<92,5>);5
|java+compilationUnit:///src/smallsql/database/Database.java|(7316,278,<218,4>,<226,5>);5
|java+compilationUnit:///src/smallsql/database/Column.java|(2231,341,<67,4>,<75,5>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionIIF.java|(1795,117,<62,1>,<66,2>);5
|java+compilationUnit:///src/smallsql/database/Column.java|(4819,110,<176,4>,<181,5>);5
|java+compilationUnit:///src/smallsql/database/IndexDescriptions.java|(2351,175,<82,1>,<86,2>);5
|java+compilationUnit:///src/smallsql/database/IndexDescriptions.java|(2957,340,<109,1>,<119,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionYear.java|(1547,168,<48,1>,<52,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionMinute.java|(1552,170,<48,1>,<52,2>);5
|java+compilationUnit:///src/smallsql/database/StoreImpl.java|(12704,183,<348,4>,<353,5>);5
|java+compilationUnit:///src/smallsql/junit/TestStatement.java|(2641,325,<84,4>,<88,5>);5
|java+compilationUnit:///src/smallsql/database/TableViewResult.java|(1637,186,<49,1>,<53,2>);5
|java+compilationUnit:///src/smallsql/database/SQLParser.java|(3984,603,<117,4>,<132,5>);5
|java+compilationUnit:///src/smallsql/database/Scrollable.java|(5455,96,<232,1>,<236,2>);5
|java+compilationUnit:///src/smallsql/database/Strings.java|(1604,150,<56,1>,<60,2>);5
|java+compilationUnit:///src/smallsql/database/LongLongList.java|(2214,161,<81,1>,<85,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionIIF.java|(1919,121,<69,1>,<73,2>);5
|java+compilationUnit:///src/smallsql/junit/TestGroupBy.java|(8758,252,<279,1>,<283,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionAscii.java|(1662,152,<53,1>,<57,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionIIF.java|(2315,124,<90,1>,<94,2>);5
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(12623,359,<382,4>,<389,80>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionIIF.java|(2179,129,<83,1>,<87,2>);5
|java+compilationUnit:///src/smallsql/database/SSStatement.java|(10943,153,<408,4>,<412,5>);5
|java+compilationUnit:///src/smallsql/database/ExpressionValue.java|(2163,229,<78,4>,<85,5>);5
|java+compilationUnit:///src/smallsql/database/SQLTokenizer.java|(14306,243,<363,4>,<368,5>);5
|java+compilationUnit:///src/smallsql/database/ExpressionFunctionIIF.java|(2446,140,<97,1>,<101,2>);5
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(9115,240,<305,1>,<309,2>);5
|java+compilationUnit:///src/smallsql/database/StorePageMap.java|(6539,129,<253,2>,<260,3>);5
|java+compilationUnit:///src/smallsql/database/IndexNode.java|(7601,437,<253,1>,<263,2>);5
|java+compilationUnit:///src/smallsql/database/DateTime.java|(9714,202,<333,4>,<337,5>);5
|java+compilationUnit:///src/smallsql/database/Money.java|(1978,151,<67,4>,<71,5>);5
